int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1452	1122	1	斯诺	2101	2	0	0	0	0	1921;1925;1926;1934;1931	1603;1601	斯诺（主角），顶尖杀手，虽然身怀绝技但内心缺乏安全感，认识泽尔达后，渐渐和这个小女孩产生了感情。
1453	1122	2	泽尔达	2101	2	0	1202	0	0	1902;1903;1944;1942;1935	1605;1603	泽尔达（主角），12岁的小女孩，在目睹了斯蒂文杀害全家后，一心想要杀死斯蒂文复仇。
1454	1122	3	斯蒂文	2107	2	0	0	0	0	1930;1920;1923;1943;1910	1603;1602	斯蒂文（反派），贩毒的黑警，个性凶狠残暴，杀害了泽尔达一家后又意图杀了莱昂和泽尔达灭口。
1455	1123	1	韦斯特	2101	2	0	1201	0	0	1909;1913;1907;1915;1926	1601;1602	韦斯特（主角），大部分时间里他是花花公子和家族企业CEO，当这座城市面临危机时，他就是正义之神。
1456	1123	2	哈登	2101	2	0	0	0	0	1910;1943;1934;1920;1930	1601;1603	哈登（主角），光明又善良的检察官，唯一的问题是太过偏执，从他毁容的那一刻起，他的冲动和决心最终酿成了大错。
1457	1123	3	格雷	2104	2	0	0	0	0	1914;1928;1934;1921;1941	1602;1601	格雷（配角），在腐败体制中洁身自好的警察局长，他的出现让城市回到风气清明的状态。
1458	1123	4	小丑	2107	2	0	0	1401	0	1911;1930;1923;1922;1920	1604;1601	小丑（反派），不在乎金钱、不在乎名利的狂人，他所作的一切犯罪行动就是对人性做考量，他要迫使从不杀人的韦斯特手上染血。
1459	1124	1	龙一	2101	2	0	0	0	1501	1908;1902;1903;1935;1926	1601;1602	龙一（主角），受班中很多女生喜欢，最终与互有好感的樱一同逃出生天。
1460	1124	2	樱	2103	1	1101	0	0	0	1908;1902;1903;1904;1932	1603;1601	樱（主角），天性善良，并不愿意主动杀人，在受到枪伤后与龙一一起离开了小岛。
1461	1124	3	北岛	2107	2	0	0	0	0	1923;1920;1930;1926;1907	1603;1605	北岛（反派），即是老师，也是杀人魔，在他的控制下，他的学生不得不开始互相残杀。
1462	1125	1	里奥	2102	2	1102	0	1402	1501	1922;1910;1931;1927;1943	1601;1602	里奥（主角）与同伴在一次针对石油大亨渡边（配角）的盗梦行动中失败，因此被胁迫去完成一个任务——在渡边的竞争对手潜意识中植入放弃家族生意的念头。为了完成任务，里奥找到了一个极有天赋的年轻筑梦师爱丽（主角）加入行动。然而一切并不如预想的那么顺利，里奥已故的前妻玛丽安（配角）不断出现在他们构筑的梦境中并干扰了整个行动…
1463	1125	2	爱丽	2103	1	1101	1201	0	1501	1902;1903;1930;1922;1904	1601;1603	里奥（主角）与同伴在一次针对石油大亨渡边（配角）的盗梦行动中失败，因此被胁迫去完成一个任务——在渡边的竞争对手潜意识中植入放弃家族生意的念头。为了完成任务，里奥找到了一个极有天赋的年轻筑梦师爱丽（主角）加入行动。然而一切并不如预想的那么顺利，里奥已故的前妻玛丽安（配角）不断出现在他们构筑的梦境中并干扰了整个行动…
1464	1125	3	渡边	2104	2	0	0	0	0	1915;1922;1910;1940;1943	1605;1601	里奥（主角）与同伴在一次针对石油大亨渡边（配角）的盗梦行动中失败，因此被胁迫去完成一个任务——在渡边的竞争对手潜意识中植入放弃家族生意的念头。为了完成任务，里奥找到了一个极有天赋的年轻筑梦师爱丽（主角）加入行动。然而一切并不如预想的那么顺利，里奥已故的前妻玛丽安（配角）不断出现在他们构筑的梦境中并干扰了整个行动…
1465	1125	4	玛丽安	2106	1	1101	1202	1402	1501	1902;1930;1920;1931;1922	1602;1603	里奥（主角）与同伴在一次针对石油大亨渡边（配角）的盗梦行动中失败，因此被胁迫去完成一个任务——在渡边的竞争对手潜意识中植入放弃家族生意的念头。为了完成任务，里奥找到了一个极有天赋的年轻筑梦师爱丽（主角）加入行动。然而一切并不如预想的那么顺利，里奥已故的前妻玛丽安（配角）不断出现在他们构筑的梦境中并干扰了整个行动…
1466	1126	1	柯本	2102	2	1102	1201	1401	1502	1911;1910;1921;1922;1941	1602;1601	“教父”柯本（主角）是一个西西里黑手党家族的统领，带领家族从事非法勾当的同时，却也是平民的保护神，被平民所尊重。由于拒绝与其他家族合作参与毒品生意，教父的大儿子山姆（配角）惨遭刺杀，最小的儿子，刚从战场回来的麦克（主角）也陷入危险之中。面对这样的情势，“教父”会如何应对？
1467	1126	2	麦克	2102	2	1102	1201	1401	1501	1911;1922;1943;1920;1934	1603;1602	“教父”柯本（主角）是一个西西里黑手党家族的统领，带领家族从事非法勾当的同时，却也是平民的保护神，被平民所尊重。由于拒绝与其他家族合作参与毒品生意，教父的大儿子山姆（配角）惨遭刺杀，最小的儿子，刚从战场回来的麦克（主角）也陷入危险之中。面对这样的情势，“教父”会如何应对？
1468	1126	3	山姆	2104	2	0	0	0	0	1911;1930;1934;1905;1928	1602;1605	“教父”柯本（主角）是一个西西里黑手党家族的统领，带领家族从事非法勾当的同时，却也是平民的保护神，被平民所尊重。由于拒绝与其他家族合作参与毒品生意，教父的大儿子山姆（配角）惨遭刺杀，最小的儿子，刚从战场回来的麦克（主角）也陷入危险之中。面对这样的情势，“教父”会如何应对？
1469	1127	1	詹姆	2101	2	0	0	0	0	1914;1902;1935;1930;1903	1602;1604	詹姆（主角），从外地转来的警官，心中仍然保持着正义感，但他火爆、耐不住性子的个性却是他的致命伤。
1470	1127	2	埃文	2101	2	0	0	1401	0	1914;1941;1922;1921;1910	1603;1601	埃文（主角），即将退休的老警察，多年的执法却无法改善人们的冷漠和犯罪冲动，因此只想尽快离开这个罪恶都市。
1471	1128	1	让	2102	2	1102	1202	1401	0	1902;1903;1911;1930;1920	1603;1602	让（主角）出生在巴黎最脏乱不堪的贫民窟。他一出生就有着极强的嗅觉天赋，无论什么气味都能牢牢记住并分辨。在他14岁那年，他进入了皮革铺当学徒，在一次机缘巧合下由于嗅觉天赋被发现而被香水制造商皮耶尔（配角）买下作为自己的帮手。但让并不满足于此，他梦想学习保存世间万物的气味的方法。皮耶尔告诉他在一个名为格拉特的地方人们有这种技术，于是他踏上旅途。但是在学习技法的过程中，他因为迷恋一个卖花少女萝丝（配角）的体香而无意中将少女杀死，为了保存这种独一无二的香气，让四处猎杀少女，这也引起了城内的恐慌。而他最后也是最重要的目标，是城内法官瑞克（配角）那美丽清纯的女儿，拉娜（主角）...
1472	1128	2	拉娜	2103	1	1101	1202	0	1501	1902;1904;1932;1909;1942	1604;1603	让（主角）出生在巴黎最脏乱不堪的贫民窟。他一出生就有着极强的嗅觉天赋，无论什么气味都能牢牢记住并分辨。在他14岁那年，他进入了皮革铺当学徒，在一次机缘巧合下由于嗅觉天赋被发现而被香水制造商皮耶尔（配角）买下作为自己的帮手。但让并不满足于此，他梦想学习保存世间万物的气味的方法。皮耶尔告诉他在一个名为格拉特的地方人们有这种技术，于是他踏上旅途。但是在学习技法的过程中，他因为迷恋一个卖花少女萝丝（配角）的体香而无意中将少女杀死，为了保存这种独一无二的香气，让四处猎杀少女，这也引起了城内的恐慌。而他最后也是最重要的目标，是城内法官瑞克（配角）那美丽清纯的女儿，拉娜（主角）...
1473	1128	3	皮耶尔	2104	2	0	0	0	0	1941;1921;1915;1940;1909	1603;1604	让（主角）出生在巴黎最脏乱不堪的贫民窟。他一出生就有着极强的嗅觉天赋，无论什么气味都能牢牢记住并分辨。在他14岁那年，他进入了皮革铺当学徒，在一次机缘巧合下由于嗅觉天赋被发现而被香水制造商皮耶尔（配角）买下作为自己的帮手。但让并不满足于此，他梦想学习保存世间万物的气味的方法。皮耶尔告诉他在一个名为格拉特的地方人们有这种技术，于是他踏上旅途。但是在学习技法的过程中，他因为迷恋一个卖花少女萝丝（配角）的体香而无意中将少女杀死，为了保存这种独一无二的香气，让四处猎杀少女，这也引起了城内的恐慌。而他最后也是最重要的目标，是城内法官瑞克（配角）那美丽清纯的女儿，拉娜（主角）...
1474	1128	4	萝丝	2106	1	1101	1202	0	0	1902;1903;1932;1942;1904	1602;1603	让（主角）出生在巴黎最脏乱不堪的贫民窟。他一出生就有着极强的嗅觉天赋，无论什么气味都能牢牢记住并分辨。在他14岁那年，他进入了皮革铺当学徒，在一次机缘巧合下由于嗅觉天赋被发现而被香水制造商皮耶尔（配角）买下作为自己的帮手。但让并不满足于此，他梦想学习保存世间万物的气味的方法。皮耶尔告诉他在一个名为格拉特的地方人们有这种技术，于是他踏上旅途。但是在学习技法的过程中，他因为迷恋一个卖花少女萝丝（配角）的体香而无意中将少女杀死，为了保存这种独一无二的香气，让四处猎杀少女，这也引起了城内的恐慌。而他最后也是最重要的目标，是城内法官瑞克（配角）那美丽清纯的女儿，拉娜（主角）...
1475	1128	5	瑞克	2105	2	1102	1202	0	0	1941;1915;1940;1921;1909	1602;1601	让（主角）出生在巴黎最脏乱不堪的贫民窟。他一出生就有着极强的嗅觉天赋，无论什么气味都能牢牢记住并分辨。在他14岁那年，他进入了皮革铺当学徒，在一次机缘巧合下由于嗅觉天赋被发现而被香水制造商皮耶尔（配角）买下作为自己的帮手。但让并不满足于此，他梦想学习保存世间万物的气味的方法。皮耶尔告诉他在一个名为格拉特的地方人们有这种技术，于是他踏上旅途。但是在学习技法的过程中，他因为迷恋一个卖花少女萝丝（配角）的体香而无意中将少女杀死，为了保存这种独一无二的香气，让四处猎杀少女，这也引起了城内的恐慌。而他最后也是最重要的目标，是城内法官瑞克（配角）那美丽清纯的女儿，拉娜（主角）...
1476	1129	1	达尔克	2101	2	0	0	1401	0	1907;1935;1936;1911;1926	1601;1602	达尔克（主角），28岁的穷人，不停劳作来为自己续命。在被“无中生有的”杀害了一名富豪后，开始逃亡生涯。
1477	1129	2	阿曼达	2101	2	0	0	0	0	1932;1904;1935;1909;1902	1602;1603	阿曼达（主角），被达尔克劫持一起逃亡，在过程中，与达尔克迸发了感情的火花。
1478	1129	3	保罗	2107	2	0	0	0	0	1943;1923;1930;1909;1940	1603;1605	保罗（反派），时间银行的拥有者，几乎拥有无限的生命。
1479	1130	1	艾瑞克	2101	2	0	0	1401	1501	1902;1930;1931;1911;1945	1603;1602	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1480	1130	2	汉克	2101	2	0	0	1401	0	1905;1911;1922;1920;1927	1604;1603	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1481	1130	3	玛莎	2104	2	0	0	0	0	1902;1932;1904;1930;1935	1603;1601	艾瑞克（主角）是个大公司职员，薪水不菲，住着漂亮的公寓，却患有严重的抑郁症。一天，他住的公寓识失火，并因此住进了在机缘巧合下认识的汉克（主角）那残破不堪的家中。汉克狂放不羁却又充满魅力，两人发展起了一个名为格斗俱乐部的地下组织，让人们在这里进行无护具的原始搏斗来释放压力。但不久，俱乐部的的发展越来越脱离原本的轨道，艾瑞克对此感到恐惧并想要退出，却发现自己好像无论走到哪里都无法摆脱汉克的影子。同时身边的神秘女子玛莎（主角）的言行也十分奇怪，这让他不禁开始思考，自己到底是谁？
1482	1131	1	大卫	2101	2	0	1201	0	1501	1907;1945;1931;1942;1902	1601;1603	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1483	1131	2	劳尔	2102	2	1102	0	1401	0	1939;1934;1930;1928;1941	1602;1601	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1484	1131	3	赛普	2104	2	0	0	0	0	1914;1907;1934;1910;1926	1603;1601	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1485	1131	4	竖锯	2107	2	0	1201	0	0	1923;1911;1930;1920;1943	1601;1604	一觉醒来的大卫（主角）发现自己躺在一个废弃的储物间里，他的对面躺着另一个人——他名叫劳尔（主角）。他们两人的腿都被粗实的铁链绑住，而他们中间躺着一具鲜血淋漓的尸体（配角），尸体两手分别握着一把手枪与一个录放机。大卫摸出口袋中被人放入的录音带进去播放，录音带中一个自称竖锯（主角）的男声说劳尔必须在今晚六点前杀死大卫，不然两人都会死，而劳尔的家人也不会幸免。就这样，一场血腥的死亡游戏开始了…
1486	1132	1	卡琳娜	2101	2	0	0	0	0	1914;1902;1903;1942;1932	1603;1601	见习特工卡琳娜（主角）所在的城市发生了一系列专对女性下手的谋杀案，为了破案，卡琳娜前去访问被收监的食人魔，心理学专家汉克特博士（主角）。汉克特高超的谈话技巧让卡琳娜在他面前败下阵来，匆匆逃走。但随着案件再次发生，卡琳娜不得不再次前往寻求汉克特博士的帮助，并决定答应汉克特博士的要求。在博士的提示下，卡琳娜一步步接近了凶手，也接近了危险…
1487	1132	2	汉克特博士	2102	2	1102	1202	0	0	1911;1920;1930;1922;1943	1603;1602	见习特工卡琳娜（主角）所在的城市发生了一系列专对女性下手的谋杀案，为了破案，卡琳娜前去访问被收监的食人魔，心理学专家汉克特博士（主角）。汉克特高超的谈话技巧让卡琳娜在他面前败下阵来，匆匆逃走。但随着案件再次发生，卡琳娜不得不再次前往寻求汉克特博士的帮助，并决定答应汉克特博士的要求。在博士的提示下，卡琳娜一步步接近了凶手，也接近了危险…
1488	1133	1	本尼	2101	2	0	0	0	0	1907;1930;1943;1920;1911	1603;1602	本尼（主角），因坐牢而失去工作的汽车修理工，因贪恋莎莉的美色而与莎莉一起合谋杀害了罗纳德，霸占了他的餐馆。
1489	1133	2	莎莉	2101	2	0	0	0	1501	1902;1904;1932;1943;1911	1602;1604	莎莉（主角），性感美丽的老板娘，因丈夫罗纳德比自己年长太多而与本尼坠入爱河。
1490	1133	3	罗纳德	2104	2	0	0	0	0	1921;1931;1915;1941;1945	1603;1604	罗纳德（配角），餐馆老板，收留了穷困潦倒的本尼，却不曾想被自己的妻子和本尼杀害。
1491	1133	4	陌生男子	2104	2	0	0	0	0	1914;1922;1943;1937;1947	1603;1601	陌生男子（配角），发现了本尼和莎莉的阴谋，选择敲诈他们。
1492	1134	1	麦克	2101	2	0	1201	0	1501	1911;1922;1946;1928;1930	1603;1602	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1493	1134	2	凯恩	2101	2	0	0	0	0	1911;1907;1926;1934;1928	1601;1603	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1494	1134	3	萨曼莎	2101	2	0	0	1402	0	1902;1903;1931;1939;1904	1603;1604	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1495	1134	4	口袋	2101	2	0	1201	0	1502	1911;1930;1926;1920;1943	1602;1604	麦克（主角）与哥哥凯恩（主角）自从母亲去世，父亲失踪后便相依为命，凯恩为了让弟弟能够顺利完成学业而选择了借高利贷，却因还不上债而不得不答应去枪杀一个人，可他到了地点才发现目标已经死亡，警察根据摄像头迅速抓捕了凯恩，而所有证据都指向是凯恩杀了人…麦克在得知情况后深信凯恩是被陷害的，为此不惜自己犯案进入监狱，试图靠自己的力量把被判死刑的凯恩救出去。麦克在监狱内认识了美丽善良的医生萨曼莎（主角）并对她心生好感，而与此同时，监狱外，凯恩的女友，律师维多利亚（配角）也正为了他的清白四处奔走，却不知危险已经临近…
1496	1135	1	琼	2102	2	1102	0	0	0	1905;1933;1931;1946;1945	1603;1602	琼（主角），为了报复丈夫的出轨而精心策划了一起关于自己的“谋杀案”，她的目的只是寻回最初的爱人。
1497	1135	2	本	2101	2	0	1202	0	0	1904;1903;1930;1932;1943	1604;1603	本（主角），出身乡村，失业在家，虽然外形帅气但却没本事赚钱，在结婚5周年纪念日，回家发现妻子无故失踪。
1498	1135	3	前男友	2104	2	0	0	0	0	1915;1935;1909;1921;1931	1603;1604	博尔特（配角），琼最初的爱人，被琼设计利用。
1499	1135	4	警官卡特	2104	2	0	0	0	0	1914;1904;1902;1903;1922	1601;1602	警官卡特（配角），固执地认为本就是杀人凶手。
1500	1136	1	威尔	2102	2	1102	1201	1401	1501	1911;1922;1902;1903;1943	1603;1602	威尔（主角）是一名天才少年，但由于童年时期父亲（配角）的离开使他走上歪路，把自己的天才在诈骗犯罪上发挥的淋漓尽致。他伪造身份的能力超乎寻常，并借此骗取了几百万美元的财产，这也让他成为了FBI追捕的最年轻的通缉犯。一天，威尔又伪造身份进入一家医院当医生，并认识了美丽的护士格温娜（主角），两人很快擦出火花，并通过格温娜的父亲亚当（配角）得到了一份优越的差事。就在威尔享受人生的同时，FBI探员汉克（主角）却也正牢牢的盯着他，几次交锋下来，汉克领教到了威尔的超高智商，两人慢慢发展出了一种惺惺相惜的奇妙情感。
1501	1136	2	格温娜	2103	1	1101	1201	0	1501	1902;1903;1932;1935;1904	1601;1603	威尔（主角）是一名天才少年，但由于童年时期父亲（配角）的离开使他走上歪路，把自己的天才在诈骗犯罪上发挥的淋漓尽致。他伪造身份的能力超乎寻常，并借此骗取了几百万美元的财产，这也让他成为了FBI追捕的最年轻的通缉犯。一天，威尔又伪造身份进入一家医院当医生，并认识了美丽的护士格温娜（主角），两人很快擦出火花，并通过格温娜的父亲亚当（配角）得到了一份优越的差事。就在威尔享受人生的同时，FBI探员汉克（主角）却也正牢牢的盯着他，几次交锋下来，汉克领教到了威尔的超高智商，两人慢慢发展出了一种惺惺相惜的奇妙情感。
1502	1136	3	汉克	2102	2	1102	1201	1401	1502	1914;1922;1921;1907;1931	1603;1602	威尔（主角）是一名天才少年，但由于童年时期父亲（配角）的离开使他走上歪路，把自己的天才在诈骗犯罪上发挥的淋漓尽致。他伪造身份的能力超乎寻常，并借此骗取了几百万美元的财产，这也让他成为了FBI追捕的最年轻的通缉犯。一天，威尔又伪造身份进入一家医院当医生，并认识了美丽的护士格温娜（主角），两人很快擦出火花，并通过格温娜的父亲亚当（配角）得到了一份优越的差事。就在威尔享受人生的同时，FBI探员汉克（主角）却也正牢牢的盯着他，几次交锋下来，汉克领教到了威尔的超高智商，两人慢慢发展出了一种惺惺相惜的奇妙情感。
1503	1136	4	弗伦	2104	2	0	0	0	0	1940;1941;1921;1945;1931	1604;1603	威尔（主角）是一名天才少年，但由于童年时期父亲（配角）的离开使他走上歪路，把自己的天才在诈骗犯罪上发挥的淋漓尽致。他伪造身份的能力超乎寻常，并借此骗取了几百万美元的财产，这也让他成为了FBI追捕的最年轻的通缉犯。一天，威尔又伪造身份进入一家医院当医生，并认识了美丽的护士格温娜（主角），两人很快擦出火花，并通过格温娜的父亲亚当（配角）得到了一份优越的差事。就在威尔享受人生的同时，FBI探员汉克（主角）却也正牢牢的盯着他，几次交锋下来，汉克领教到了威尔的超高智商，两人慢慢发展出了一种惺惺相惜的奇妙情感。
1504	1136	5	亚当	2105	2	1102	0	0	0	1941;1949;1928;1910;1921	1601;1605	威尔（主角）是一名天才少年，但由于童年时期父亲（配角）的离开使他走上歪路，把自己的天才在诈骗犯罪上发挥的淋漓尽致。他伪造身份的能力超乎寻常，并借此骗取了几百万美元的财产，这也让他成为了FBI追捕的最年轻的通缉犯。一天，威尔又伪造身份进入一家医院当医生，并认识了美丽的护士格温娜（主角），两人很快擦出火花，并通过格温娜的父亲亚当（配角）得到了一份优越的差事。就在威尔享受人生的同时，FBI探员汉克（主角）却也正牢牢的盯着他，几次交锋下来，汉克领教到了威尔的超高智商，两人慢慢发展出了一种惺惺相惜的奇妙情感。
1505	1137	1	约翰	2102	2	1102	0	1401	1502	1934;1907;1928;1931;1901	1602;1601	美国西部，老牛仔约翰（主角）在打猎时无意中捡到了一个沾着血迹的装满钞票的包裹，他决定把这笔飞来横才保留下来，改变自己的生活。然而这也让他被冷血杀手布林（主角）盯上，对他展开追杀并数次威胁到他妻子卡莉（配角）的生命。与此同时，警长尼克（配角）正在追查这一系列杀人案，也努力的保护约翰及其家人，但他使尽手段也无法追踪到杀手，约翰的生命也受到严重威胁。尼克一边缅怀过去的时光，一边感叹现实生活中他们老无所依的境遇。
1506	1137	2	尼克	2102	2	1102	1201	1401	1502	1914;1921;1907;1945;1928	1604;1602	美国西部，老牛仔约翰（主角）在打猎时无意中捡到了一个沾着血迹的装满钞票的包裹，他决定把这笔飞来横才保留下来，改变自己的生活。然而这也让他被冷血杀手布林（主角）盯上，对他展开追杀并数次威胁到他妻子卡莉（配角）的生命。与此同时，警长尼克（配角）正在追查这一系列杀人案，也努力的保护约翰及其家人，但他使尽手段也无法追踪到杀手，约翰的生命也受到严重威胁。尼克一边缅怀过去的时光，一边感叹现实生活中他们老无所依的境遇。
1507	1137	3	卡莉	2104	2	0	0	0	0	1904;1932;1935;1928;1942	1601;1603	美国西部，老牛仔约翰（主角）在打猎时无意中捡到了一个沾着血迹的装满钞票的包裹，他决定把这笔飞来横才保留下来，改变自己的生活。然而这也让他被冷血杀手布林（主角）盯上，对他展开追杀并数次威胁到他妻子卡莉（配角）的生命。与此同时，警长尼克（配角）正在追查这一系列杀人案，也努力的保护约翰及其家人，但他使尽手段也无法追踪到杀手，约翰的生命也受到严重威胁。尼克一边缅怀过去的时光，一边感叹现实生活中他们老无所依的境遇。
1508	1137	4	布林	2107	2	1102	0	1401	1502	1923;1930;1920;1926;1925	1603;1604	美国西部，老牛仔约翰（主角）在打猎时无意中捡到了一个沾着血迹的装满钞票的包裹，他决定把这笔飞来横才保留下来，改变自己的生活。然而这也让他被冷血杀手布林（主角）盯上，对他展开追杀并数次威胁到他妻子卡莉（配角）的生命。与此同时，警长尼克（配角）正在追查这一系列杀人案，也努力的保护约翰及其家人，但他使尽手段也无法追踪到杀手，约翰的生命也受到严重威胁。尼克一边缅怀过去的时光，一边感叹现实生活中他们老无所依的境遇。
1509	1138	1	丹尼尔	2101	2	0	0	0	0	1947;1907;1922;1935;1934	1602;1603	丹尼尔（主角），受邀为克鲁德撰写传记，却在不知不觉中深入了克鲁德家族的一桩陈年命案。
1510	1138	2	萨曼莎	2103	1	1101	0	0	0	1932;1935;1922;1931;1904	1602;1605	萨曼莎（主角），神秘的天才黑客，与丹尼尔携手揭开克鲁德家族命案中的谎言和秘密。
1511	1138	3	克鲁德	2104	2	0	0	0	0	1915;1941;1921;1940;1909	1603;1602	克鲁德（配角），克鲁德家族的大家长，以高薪吸引丹尼尔为家族撰写传记。
1512	1138	4	艾瑞克	2107	2	0	0	0	0	1923;1943;1920;1911;1909	1601;1602	艾瑞克（反派），利欲熏心的企业家，在与丹尼尔的诉讼中利用权势获得胜诉，致使丹尼尔失去工作并破产。
1513	1139	1	巴克	2101	2	0	0	0	1502	1914;1926;1928;1935;1922	1601;1603	巴克（主角），真正铁面无私的警探，但因为耿直冲动的个性，而时常遭人利用。
1514	1139	2	内特	2101	2	0	0	1401	0	1914;1943;1926;1940;1934	1602;1601	内特（主角），野心勃勃的警察，以出卖同事与上司的手段，以求在警届出人头地。
1515	1139	3	罗德	2101	2	0	0	0	0	1914;1907;1935;1928;1926	1601;1605	罗德（主角），警届名人，与八卦记者狼狈为奸，专门揭发大明星的桃色新闻大发横财。
1516	1140	1	盖瑞	2102	2	1102	0	1402	0	1907;1926;1922;1925;1911	1601;1602	盖瑞（主角），恪守职业素养的顶尖杀手，做事一向严谨规范不含感情。
1517	1140	2	弗兰克	2101	2	0	0	0	0	1911;1925;1926;1942;1920	1603;1601	弗兰克（主角），科林的儿子，为了替父报仇而跟随盖瑞学习杀手技巧。
1518	1140	3	科林	2104	2	0	0	0	1502	1911;1921;1926;1907;1941	1602;1603	科林（配角），盖瑞曾经的搭档，帮助盖瑞成为出色的杀人机器，最后因为组织的命令而被盖瑞杀死。
1519	1140	4	斯黛拉	2104	2	0	0	0	0	1902;1903;1904;1932;1942	1601;1605	斯黛拉（配角），与盖瑞有着暧昧关系的女人，但也仅限于此了。
1520	1140	5	亚当	2107	2	0	0	0	0	1923;1943;1920;1930;1911	1603;1602	亚当（反派），杀手组织老大，正是他的命令而使科林死于盖瑞的枪下。
